achievement_count,athlete_count,athlete.id,athlete.resource_state,average_cadence,average_heartrate,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_latlng1,end_latlng2,external_id,flagged,from_accepted_tag,gear_id,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,location_country,manual,map.id,map.resource_state,map.summary_polyline,max_heartrate,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,start_date,start_date_local,start_latitude,start_latlng1,start_latlng2,start_longitude,suffer_score,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,workout_type,average_temp,average_watts,device_watts,kilojoules,max_watts
0,1,23163300,1,84.3,151.3,8.6256,0,FALSE,TRUE,5.9453000000000005,2771,287.6,249.6,42.276763,-83.751499,garmin_push_6257766670,FALSE,FALSE,g7405469,TRUE,FALSE,FALSE,4772908344,10,United States,FALSE,a4772908344,2,{d`aGfud~N?c@`A@zAGfC?bACrBHx@CNDRlEBjFd@A\@Rd@lA@b@AH@\\d@N`@R`An@jBp@b@LjAA`@Qd@Ab@R`@Vb@DxACVBVVHC@BBGB?@AEL@b@GXA\@h@Hn@FPRHfBKF@D~@@bDH@lCAhAE~@JlAD^V\`@TX\r@`AnA`BBVf@`B?hBGB@FN\BBt@Fl@b@J^X\`@bAJ`@Tb@Wb@Q^[^a@tAk@d@Cd@Gb@?b@Gf@Cd@JNLbA\x@LXh@Ph@Vh@Jl@Dh@~ADb@L`@VJP_@nCIp@Ar@Dj@p@`EHr@Lj@`@Hb@Gb@M`Am@d@Et@aATe@]aB?o@Ui@y@i@c@Ki@aAa@W}@Ko@iA_@Ye@M_BESCCe@g@Pc@Cg@@a@CAD[XWGKc@M]kACg@@a@Og@?a@MY_@e@Kc@De@C_@R_@Ta@Oa@KE@OEc@U[_@q@YGq@Aq@CKe@KY?mAFiC@Ee@GESCmA{AYc@{@w@a@Oo@Lg@?GIa@O{@?yCFa@G[ICCGuEe@OiAD[S?s@B_AG{AAFe@Is@Co@De@Ea@S[]c@Ae@Pe@Fe@@eA]_CuAgAg@e@c@gBD]AiADoACyAFmAA}AFiA?_@UEuAAeBCcB@mCGk@e@AsAF@DAJBX,171,11.520000000000001,2481,Pioneer Woods w/ Sarah & Paul,0,0,FALSE,2,2021-02-11T22:11:02Z,2021-02-11T17:11:02Z,42.276782,42.276782,-83.751392,-83.751392,60,(GMT-05:00) America/Detroit,71.3,0,FALSE,Run,5093599493,5093599493,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,NA,NA,0,0,FALSE,FALSE,0,600,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,4768144691,5,United States,TRUE,a4768144691,2,NA,NA,0,600,Hang board,0,0,FALSE,2,2021-02-11T00:30:00Z,2021-02-10T19:30:00Z,NA,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,FALSE,RockClimbing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,NA
0,1,23163300,1,82.2,152.5,7.7976,2,FALSE,TRUE,4.1563,1919,280.6,245.6,42.276784,-83.751158,garmin_push_6252694902,FALSE,FALSE,g5491554,TRUE,FALSE,FALSE,4767856037,11,United States,FALSE,a4767856037,2,_e`aGntd~NzBKH?BHDlEBx@CX@`BDr@NNJTBbBAlDAr@@dBAhCHzF@zB~DITb@Ln@Dp@DLHFJfEDzGA~BF`BAl@Lp@t@jCVd@TLFP^NrAPjA?`@ZFl@GjAOn@Gn@AdB}@N_@L]QQk@Ui@u@cAIi@@o@k@m@@q@Ik@s@Ks@?c@KSAgB?oBFkAJc@?Qc@S}ACEa@UGq@ISo@DkEHc@Ng@FQJa@FmC?mDDc@?_@GOm@BeBAo@TcLCiBLwC?o@Bu@CgB@O\[Bs@Co@BwABaEnAIz@IdEKhASMw@Es@Lk@Gq@Is@Mo@Eq@W}AGs@SgAEo@N]lAGjAMd@?`@CAy@S}BDCnBGd@GbAEL?NB,165,12.24,1919,Double tights day!,0,0,FALSE,2,2021-02-10T22:44:11Z,2021-02-10T17:44:11Z,42.276801,42.276801,-83.751273,-83.751273,49,(GMT-05:00) America/Detroit,43.6,0,FALSE,Run,5088362400,5088362400,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,82.7,147.5,8.0316,0,FALSE,TRUE,5.5968,2509,284.8,249.8,42.276774,-83.75128,garmin_push_6247535117,FALSE,FALSE,g7405469,TRUE,FALSE,FALSE,4762619405,12,United States,FALSE,a4762619405,2,wc`aG`td~N@CB?JDf@FfABBTAv@Nr@Bz@DRBp@GjD@r@C^G`EBzCA|CFxCBdBCr@FvADBzDKBDB`@X@N~ATzFB`CAvDDnCAr@Jn@x@xCV`@RNLVTLXFxANb@?\FJRAZ?fBGJEn@?t@B`A?lAD|DGr@Wb@i@\_A^e@EoABgAKc@Dg@Hc@AeAa@iBMAF`AfBt@`A`@LLVFn@z@~@XFT?`@SV?d@J`@P`@Xb@Pb@An@B~@Nd@KPUf@Af@Tb@JH?@a@a@_BEq@Dc@IaAAs@Gq@@cBLuC?i@Qg@{@i@yAGKO?s@F{Ap@g@d@GjBIxAAjDWd@B^Jb@Db@Eb@U`@Fd@BjCWFa@Za@FW?s@EqCAqEGcB@yCKeHC}EGw@c@@qBP{FAs@@e@FwCBkCCqCDiCEkAHe@AWBe@?kAAaBFiA@EeB@iBAg@BkBIgBGkEAgDDiBAiEDs@?u@IiACiBEQo@DkA@,170,11.879999999999999,2509,Ebrrrrrwhite,0,0,FALSE,2,2021-02-09T22:23:21Z,2021-02-09T17:23:21Z,42.276609,42.276609,-83.751209,-83.751209,50,(GMT-05:00) America/Detroit,57,0,FALSE,Run,5082943758,5082943758,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,59.9,121.2,0,0,FALSE,TRUE,0,2014,NA,NA,NA,NA,garmin_push_6245153244,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4760217720,7,United States,FALSE,a4760217720,2,NA,148,0,2014,Morning HIIT,0,0,FALSE,2,2021-02-09T12:03:57Z,2021-02-09T07:03:57Z,NA,NA,NA,NA,8,(GMT-05:00) America/Detroit,0,0,TRUE,Workout,5080470334,5080470334,-18000,everyone,NA,NA,NA,NA,NA,NA
3,1,23163300,1,82.4,146.4,7.7616000000000005,2,FALSE,TRUE,4.1784,1946,283.7,249.8,42.276805,-83.751248,garmin_push_6236971337,FALSE,FALSE,g7180745,TRUE,FALSE,FALSE,4752276046,11,United States,FALSE,a4752276046,2,ok_aGv`e~NJBvA@z@Gd@BbA@A@_A@eBJcA@MA@E~AIb@EhA?e@FyBLc@@GER?~@KxBCs@FcBFs@?QI?Af@?xCKZ@DAs@HgAB[DaA?@ArBCXCf@@XEq@FaDHDr@CDSDRTj@T~Ax@fBv@f@Ld@Ab@ETMb@GrAj@d@D~@A`@AF@H`BDxBhABdBETD@tBFhCBb@b@?nBIhA?fBGb@L|@|@bBtBWJaAJsDDqA?u@BiA?kABWCcB@kA@kD@U@qBAUBkAB}A@kACeDDkCHiG?cBDe@?]CGoE@o@BEFq@Ce@GQEcB@eCGsBBu@Cs@BkEEuCLgBCuBG_@c@@]BeA@,170,11.16,1938,5x hills + easy sidewalks,0,1,FALSE,2,2021-02-07T18:40:13Z,2021-02-07T13:40:13Z,42.272722,42.272722,-83.753238,-83.753238,32,(GMT-05:00) America/Detroit,76.9,0,FALSE,Run,5072228532,5072228532,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,62.7,120.8,0,0,FALSE,TRUE,0,3643,NA,NA,NA,NA,garmin_push_6236970632,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4752275785,8,United States,FALSE,a4752275785,2,NA,168,0,3643,A fun 5x5 workout for my 25th!,0,0,FALSE,2,2021-02-07T17:32:44Z,2021-02-07T12:32:44Z,NA,NA,NA,NA,20,(GMT-05:00) America/Detroit,0,0,TRUE,Workout,5072228235,5072228235,-18000,everyone,NA,NA,NA,NA,NA,NA
0,1,23163300,1,NA,103.4,0,0,FALSE,TRUE,0,1501,NA,NA,NA,NA,garmin_push_6231870358,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4747027600,6,United States,FALSE,a4747027600,2,NA,143,0,1501,Arms w/ Zena & Alex,0,0,FALSE,2,2021-02-06T22:43:49Z,2021-02-06T17:43:49Z,NA,NA,NA,NA,4,(GMT-05:00) America/Detroit,0,0,TRUE,WeightTraining,5066770823,5066770823,-18000,everyone,NA,NA,NA,NA,NA,NA
5,1,23163300,1,82.1,150.3,7.6032,0,FALSE,TRUE,10.1388,4990,295.7,236.2,42.276771,-83.751175,garmin_push_6231670769,FALSE,FALSE,g5491554,TRUE,FALSE,FALSE,4746800052,20,United States,FALSE,a4746800052,2,qkeaG`jc~NCu@Bs@b@yAZc@Lm@Ri@Vg@zAwAp@oADq@Gq@Mo@OcBDq@?o@Bu@F]Tg@^WDXUj@Yf@}@|@JTh@n@`@\f@AZ]bAm@Ve@Zc@d@W\[P_@dCmAp@KdBAtAN\HvAt@v@X`@Rr@p@bAp@ZZ~AvAhAhAvAfB`@R^QRm@Xe@FCZ`@Ll@FzCTj@`@X`@RjBf@fBt@rCr@`@RZb@Td@l@TVb@\^f@B`@JRH\^rAb@T`@J`B@r@Jr@Uj@c@NkARkAJkA@e@Ae@Ig@O_@YiAIe@G_Dq@gAe@[e@a@Sc@MgAI]Ya@SmBiBWe@Qi@Mk@[a@e@K_@Aa@Ra@VYb@M\[NgASe@@i@Tc@JUCiA[OCc@FmAFWDw@f@c@Je@AWJKHc@L_@^[b@a@ZgANe@@a@H_@~@_AdBa@PEF@Dd@h@NHJILBn@|AAj@[d@Sf@Id@WbD_@T{ATm@PcB`A}@r@c@T_@VWZUf@m@z@Sn@On@Ql@g@vAo@dAM`ACp@@p@m@nAIl@Yd@c@xA_@d@Uh@Yd@a@VeAXyB~AYd@AJJp@Dl@s@lAQn@[xAFl@Td@`@L\Z`@PXVb@FVK\TDEBDMC@A?BD?NJNVDZDLHJ`@KCAz@Jd@Bd@JNVJb@Hl@Z\`@R\Ap@k@fAY`@U`Ao@b@?v@\|@f@HBb@?j@^`@b@@RGp@HZX`@d@?hA]bAOh@O~@Kd@D|@\b@G`@Mb@Jb@K`@QRi@^Ub@KRW@s@Gm@Cs@a@y@Ec@Ao@Is@De@Bs@AqBDs@Jm@hA[T]Pa@PQ?KDGd@IbBCf@GTGbAOb@I|ACjATpA@jAHb@Ap@Bl@VFIz@kCh@qAfAwCZ[z@sB`@KV?LQNIb@E|@?f@BlB@lBCdAG|@Bd@EnC?^Ub@?lAGhABjAEf@BjAAhAEtB?lAGXBD^|@DbBK|DC`BGDD?HKh@b@ZfA^x@^hA`@fBv@|Ad@LF@HTRzA[d@C`A]jC?dCDf@A^Yb@Qb@ElABDEHgBBsAHq@?eAImCFEXGt@AjCDTF,168,13.68,4800,Lovely slow & snowy run in the woods,0,1,FALSE,2,2021-02-06T19:55:01Z,2021-02-06T14:55:01Z,42.303454,42.303454,-83.744485,-83.744485,112,(GMT-05:00) America/Detroit,106.1,1,FALSE,Run,5066534220,5066534220,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,82.2,145.9,7.0524000000000004,0,FALSE,TRUE,4.8793999999999995,2491,283.6,248.1,42.276774,-83.751388,garmin_push_6225858717,FALSE,FALSE,g7405469,TRUE,FALSE,FALSE,4740846796,12,United States,FALSE,a4740846796,2,ge`aGrtd~NKISAu@FcBDYHKXMn@EhAFr@HlEAr@_@Re@BkAPEn@FdBTvC\|BFr@Hn@Ll@JnAJz@n@zDHp@D~@z@hHTdBLl@XbCDHdB_@dDK`B?v@Cp@At@FDvDB`AjAbENRVJN\LLxAVpA@b@TDh@?`BORGRAbAB~A?nCBdBEn@W\a@XY\_@PqDQe@?aAJgA_@e@KQ@a@M_@DAJp@rAl@~@^\PDLH@n@BDx@z@RJ^Fp@Sd@Fb@NhAr@PB`@GjAPZBd@E\[d@F^PXJR?@A?o@Mg@[}@HoAGe@AmAEs@?eBJ_CBO?i@Cc@WI{@c@e@?i@Ee@BUAe@Hc@A_@gAe@q@]]Mk@DkDOi@[_@Gq@Qi@]{AGaBMIIc@GSAeDBoC?q@O}DKuAKeCEEe@?kABe@DiA@Cq@A_JAcBG_B@mCAaB@gBEwC@kEGgCaCB?R,169,9.72,2491,Eberwhite ❄️,0,0,FALSE,2,2021-02-05T22:00:05Z,2021-02-05T17:00:05Z,42.276843,42.276843,-83.751291,-83.751291,42,(GMT-05:00) America/Detroit,47,0,FALSE,Run,5060332615,5060332615,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,56.5,117.1,0,0,FALSE,TRUE,0,1396,NA,NA,NA,NA,garmin_push_6221524808,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4736520753,6,United States,FALSE,a4736520753,2,NA,162,0,1396,HIIT w/ Zena,0,0,FALSE,2,2021-02-05T02:02:50Z,2021-02-04T21:02:50Z,NA,NA,NA,NA,5,(GMT-05:00) America/Detroit,0,0,TRUE,Workout,5055842942,5055842942,-18000,everyone,NA,NA,NA,NA,NA,NA
5,1,23163300,1,79.3,150.6,8.200800000000001,0,FALSE,TRUE,8.7228,4059,271.8,247.3,42.276822,-83.751127,garmin_push_6215274873,FALSE,FALSE,g5491554,TRUE,FALSE,FALSE,4730016819,15,United States,FALSE,a4730016819,2,me`aGntd~NICi@?_A@m@AoAEAC?}BGsAHoAJyDEAJu@AeBBy@AmAGiC@cABKAC?@LkBCq@FqD?s@B]?k@Bs@G}@@q@?{@MiC?KHWCcAFk@Aa@Iq@ASLo@|@}CJm@M_D?mEOiICG[CYOk@Ea@Wi@u@So@GU?SEIWoDM}@Om@Co@?oBCa@SFWf@C@kCJo@n@WJy@@EG^Gj@G^UDIJo@GeA[_@SCsA@{@FSLMREj@H|@^b@F@\?v@Gf@@d@MVg@@ICs@Km@QOUEi@FuA?_@HMPELCVBx@Vn@b@HdCM`@[Hw@Co@[e@CAc@Ao@Fq@Ag@BCBUXGT?|@Rl@FFXLz@KvAE`@a@Fq@Iw@_@a@G?oCFWJKPI^@jAR`@b@HjCM\YJy@Ey@AE_@[aC@i@HY^CHAz@Hl@DH^RlCQb@MDEHk@Cs@Wo@c@GmCHa@b@Cr@Jt@BH^XF?tAMp@?`@OLWB]Cy@Yi@e@Em@?m@Di@H]ZCHEx@Jp@b@\jCOb@ONi@@KCw@Uk@c@E{ABo@D]VEHCr@Dt@BH`@ZF@j@Gh@?nAKRYBW?e@AWQo@a@Im@Bu@Am@@UJKRGT?`@Hz@Z^FBf@Ah@Il@?f@CRYDO?u@Iw@c@QiC?g@TQn@FpACNBALBPLLBlAGx@AZKPOJY?kAGKSWYGoBA[BWJQVE\?`@B^BJFLTJZDz@Gv@B\IDELQJY@]Ce@EQY[GEY?u@Dk@Ae@D[PM\A`@F~@^d@@J?^KVILKBa@SWEUAS@o@^IZ]KENm@Ms@CgABKH?RCD?NIp@Ar@EPKrAA`@Jt@F^TAb@K|@GbAM|@El@Kb@CEMj@?HB@dARhBARFTnBzATh@DxBEhADp@@dA?hBBNHbAHpCH`A@t@Eb@Cr@Il@GhARl@PNBp@?Nk@p@KTHt@@r@FbACp@BfAAr@?xBEbADv@FBh@FTHd@Dl@IL@HF@t@JzBGdAKr@IxB@p@AHBp@KdA?|@Ev@BF`ALLR`@JvEFBBBp@?rCFBx@?bCCRX,168,16.92,3829,Amanda’s break from lab work,0,2,FALSE,2,2021-02-03T20:57:19Z,2021-02-03T15:57:19Z,42.27687,42.27687,-83.751278,-83.751278,85,(GMT-05:00) America/Detroit,37.6,0,FALSE,Run,5049126517,5049126517,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,82.7,150.3,7.6968,0,FALSE,TRUE,4.5155,2112,283.5,249.8,42.276796,-83.751225,garmin_push_6208343952,FALSE,FALSE,g7405469,TRUE,FALSE,FALSE,4722928218,12,United States,FALSE,a4722928218,2,}d`aGhtd~N~BEBHDzBNzDBdBBLVd@ExDIdB@hBLrCEjDHp@@dBAdABH`@Fd@D^?`@Zd@?d@FHd@JtBFtAJPHdBA`CBr@?bCCnA@jABd@DVb@zA^fALVj@h@|@Tb@Fv@Cn@ZJj@?|AOl@AhBBPFxC?zBGp@Qb@]`@o@`@c@L[AcCYoBHiBe@g@?g@CGF@Fj@tAT^p@p@h@TATPd@`@p@PLd@FH?l@S~@T~@t@n@LTMd@@`@LZ@PIJ?XWb@C`Ad@N?JCDKAYOu@Qk@B{AImAIcF@q@JmACk@eAu@q@AQE[?s@Hc@H_@IQm@Ug@Yg@i@m@Kq@?o@EwADkAQQWg@_@kA[wAGq@AyAC_@?eFKwGSuDc@Ie@@e@AE]iB@OKOo@GqACeDBeBEw@AqDEaB?kAByACq@@_BEkD@w@IwCOKGK[F[Pk@A,166,10.44,2112,It's a cold one,0,0,FALSE,2,2021-02-02T12:49:57Z,2021-02-02T07:49:57Z,42.276792,42.276792,-83.751246,-83.751246,49,(GMT-05:00) America/Detroit,45.3,0,FALSE,Run,5041796580,5041796580,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,60.3,115.2,0,0,FALSE,TRUE,0,1835,NA,NA,NA,NA,garmin_push_6205330516,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4719993269,7,United States,FALSE,a4719993269,2,NA,143,0,1835,Core,0,0,FALSE,2,2021-02-02T01:03:05Z,2021-02-01T20:03:05Z,NA,NA,NA,NA,6,(GMT-05:00) America/Detroit,0,0,TRUE,Workout,5038738198,5038738198,-18000,everyone,NA,NA,NA,NA,NA,NA
0,1,23163300,1,61.4,100.1,0,0,FALSE,TRUE,0,1555,NA,NA,NA,NA,garmin_push_6200009636,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4714625588,6,United States,FALSE,a4714625588,2,NA,131,0,1555,Core w/ Zena,0,0,FALSE,2,2021-01-31T23:21:02Z,2021-01-31T18:21:02Z,NA,NA,NA,NA,3,(GMT-05:00) America/Detroit,0,0,TRUE,Workout,5033139832,5033139832,-18000,everyone,NA,NA,NA,NA,NA,NA
0,1,23163300,1,82.5,150.3,7.9992,0,FALSE,TRUE,4.495,2023,283.6,249.7,42.276778,-83.751234,garmin_push_6199582041,FALSE,FALSE,g7405469,TRUE,FALSE,FALSE,4714149782,14,United States,FALSE,a4714149782,2,ce`aGntd~Np@C^@TC^FH~F@xCBr@B|CIhB?dACvAVd@Nj@?hBBp@A^?lBDbBLj@|@FpAC^XZLVb@F`BNhBBp@BvBAnADhBAfBCjADzALn@`A|C^\Tb@rAV`@AZDb@EVXExCMHEbBFdAD`GEXMTqAnAa@POCe@@c@?e@Ie@CgAJc@CiA[iASIEU@CFBP^x@Zd@X`@^^b@P@DBn@v@`ANF\BLAf@MP@b@P`Al@d@R^Id@@b@Fb@Bh@M^Qb@Hb@Pb@DDEEq@_@uADs@McBAm@EWJqEHk@?]Io@aAu@{@AsBHa@GQk@g@iAw@_ASk@?c@HKEeBMk@Oa@Ko@i@qBG_@KcEEyGEeCQYKa@OkCEaBCEOAoBHi@@e@EQ?AEKuFB{AG{CDyBI_CC_C?kICiEEQUCe@Ay@B,165,11.520000000000001,2023,Eberwhite,0,0,FALSE,2,2021-01-31T21:05:32Z,2021-01-31T16:05:32Z,42.276828,42.276828,-83.751279,-83.751279,48,(GMT-05:00) America/Detroit,45.2,0,FALSE,Run,5032641207,5032641207,-18000,everyone,0,NA,NA,NA,NA,NA
1,1,23163300,1,86.1,158.6,9.7452,0,FALSE,TRUE,7.903,2958,252.9,248.6,42.276784,-83.751257,garmin_push_6193273219,FALSE,FALSE,g6005207,TRUE,FALSE,FALSE,4707574321,10,United States,FALSE,a4707574321,2,ae`aGbtd~Nh@CNCRc@BCPAt@@f@Cb@HdBLVC^Mf@Ad@@fACBCFg@Bo@BsC?u@Is@Es@Fg@Zk@@cAAw@KUCq@?u@I{Df@Cd@IdA@f@BZJrAFlAEb@MX?Bo@IgB@q@H[X_@?{Ab@EhD@zCKZ@d@CdBUBEJiBCw@VK\KTe@Bi@@gAE}@?yAKk@EOOQg@K_@RSj@@v@NvCBxARl@b@Nd@QTm@Au@GkC?gAEc@GQ[_@g@AWLSf@Ar@Fp@@x@?hBFp@Xb@f@D`@SPWDu@KuAIcDOm@_@Sc@F[ZIp@?XPzBDxBPd@b@LTEZ_@Hm@As@KcBEgBSk@a@OK@a@VMn@LvCB~AFp@XRRDL?^[Jm@IcAK}B@q@Ca@Ug@c@GKB[\Er@NdGJ\NL`@F^WPk@KiCCeBGm@[e@e@A]\Gp@Dx@FxDHl@^TPF`@SPa@?s@IoAImCMq@MOUGe@PKRE^N~FJn@b@Xb@IVi@Bu@?_@O{DGg@Y_@KEc@JYd@?z@FbABrCB\DNJPd@JVKVi@@s@OwFSe@e@Ia@VKZAr@@|AFt@?fAJp@`@T@AP@JCNIN[Bq@QaEB]Ec@U]OISAe@POp@HlGRj@b@VNC`@]Pi@?u@I}C?i@Ks@[]e@?_@ZIVCfBJhDJp@^^d@C\_@Ho@KwEEo@Uk@e@Gc@RMr@HzC?zAHtA`@RDL?f@MtA[Pw@BWHgBAc@@qB?}CJQBEVHvEA`A]ZE^e@Be@Lc@@mAEmAMaAOe@Ae@He@Aa@KXbE?`BPb@LxCCjFENUBAFAjDoBVyCFg@?]CkA@_@V[DIFo@B,178,14.04,2920,400’s,0,0,FALSE,2,2021-01-30T20:07:17Z,2021-01-30T15:07:17Z,42.276818,42.276818,-83.751216,-83.751216,97,(GMT-05:00) America/Detroit,4.1,0,FALSE,Run,5025796212,5025796212,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,85,149.7,9.0144,2,FALSE,TRUE,8.328700000000001,3504,290.7,249.6,42.276766,-83.751232,garmin_push_6187632225,FALSE,FALSE,g5491554,TRUE,FALSE,FALSE,4701858297,14,United States,FALSE,a4701858297,2,ud`aGltd~NvCIbA@b@DvBH^Al@Id@Af@BXADn@DhE?hEBRhABhBCd@D`@XfB|@jA^`@\b@Jd@Hd@Cb@C`@ST@~@r@b@FdBCb@HDHD??AE?BAA?@FNlDBZpCOPBZb@~@f@tBxAf@V~@XD`@ZZd@Td@b@Z`@Z^lAlBdBtBd@^h@t@Vb@\Zf@j@^RDA^WEo@GiB@UDCd@N^Z`@XdAX`@Bh@[LEz@w@ZSf@E`@Sf@ATEn@Cd@Mh@BtAd@h@JZ@\\`@jAXb@?VFJd@DnA@XHh@nAAn@Ml@YpCAr@Hl@t@hDL`B@~DC|C@fBCp@AzC[b@q@LmE@c@Be@Ag@DyABC|BIn@FrG?rECjBGd@[\g@Bg@A[Qy@DGDe@HkAFc@Hc@?s@Ge@IQg@IaH@iBLq@Z[b@GxCGrB?`@Eh@Of@@b@CAuA@q@E{CBa@FAb@J`EEd@Cf@Gb@QPMxF?_AFW@Es@IuD@{BAcCCk@GWI{CEQSWTD@KAe@Zc@Ti@Nk@Lq@Im@QK]]Qk@@e@_@OC@Il@[f@]Vc@LY?N{CHm@Zc@Ko@c@Ac@GEu@Qg@Mo@Qi@_@UsAYc@Sq@Qg@HqB@e@La@Rc@P_Az@cAr@GA_@WQ@e@IiAeAi@IMiBe@@_@Mc@?e@DWAoABGAYg@]?s@w@i@aA[_@aAs@w@c@y@}@_@Ya@UgBw@HEa@CiA_@e@CU@g@CiA@GAKk@I{C@SHOB??@MAKGQA[De@N]@g@Eg@MY_@e@Gc@Ug@Ge@BUVa@FaAi@kAi@c@Ya@O]S][uB@]C_@Wy@IEHqAFkB@mABeAAg@GSe@Co@?mHEu@AEg@CoA?,166,11.879999999999999,3326,Girls Who Code Who Run,0,0,FALSE,2,2021-01-29T20:54:41Z,2021-01-29T15:54:41Z,42.276755,42.276755,-83.751261,-83.751261,74,(GMT-05:00) America/Detroit,77.6,0,FALSE,Run,5019838021,5019838021,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,61,92.6,0,0,FALSE,TRUE,0,812,NA,NA,NA,NA,garmin_push_6183471060,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4697686749,5,United States,FALSE,a4697686749,2,NA,130,0,812,Core,0,0,FALSE,2,2021-01-29T00:41:16Z,2021-01-28T19:41:16Z,NA,NA,NA,NA,1,(GMT-05:00) America/Detroit,0,0,TRUE,Workout,5015484376,5015484376,-18000,everyone,NA,NA,NA,NA,NA,NA
0,1,23163300,1,NA,98.5,0,0,FALSE,TRUE,0,601,NA,NA,NA,NA,garmin_push_6183469912,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4697685435,5,United States,FALSE,a4697685435,2,NA,132,0,601,Hang board,0,0,FALSE,2,2021-01-29T00:23:02Z,2021-01-28T19:23:02Z,NA,NA,NA,NA,1,(GMT-05:00) America/Detroit,0,0,TRUE,RockClimbing,5015483056,5015483056,-18000,everyone,NA,NA,NA,NA,NA,NA
0,1,23163300,1,83.4,146.9,7.938000000000001,0,FALSE,TRUE,5.5948,2542,284.8,249.6,42.276726,-83.751272,garmin_push_6178352367,FALSE,FALSE,g6005207,TRUE,FALSE,FALSE,4692484307,10,United States,FALSE,a4692484307,2,{d`aGftd~NnBCRDDrEGzC@r@Fv@?t@EfB@tCPhBBp@G~FHpAEn@D~A`@@jAEnBCZd@Pf@LnDFxC?`EBp@?`CCp@BjA|@lDXd@~@v@fAPr@BRHd@HTb@?fBQj@Er@Ar@@vEDr@Ap@CZMp@[b@_@Za@Rc@MkAKe@Ke@Ac@De@Ha@Mc@I]Mc@Ce@@WKWFCHLZv@~A\b@r@b@Fp@^Z\b@`@LRBf@Md@@b@N~@n@b@F`@IdAPb@Cd@C^W`@Jl@ZVBBCB_@e@{BDeAI}A?i@E_@DmDJ_B?]Uc@_@Ua@OgAGSk@EwAPe@\Yd@IvCEbA?d@ElCM`@Jf@DRATE^SbAPfAQhBMVM?kEMwC@gBCq@AwEQcQEAg@A_AFeB@MBIFw@B]GsBEkCBYBoA@kD?iAD}BBa@C@YKaBAs@BgBCy@@i@Aq@Cq@?eCEgBAyABiEIcE@eBAaBEWmCBCIQCuCJqB@wAL,159,10.8,2537,Eberwhite,0,0,FALSE,2,2021-01-27T22:18:18Z,2021-01-27T17:18:18Z,42.276788,42.276788,-83.751231,-83.751231,48,(GMT-05:00) America/Detroit,53.6,0,FALSE,Run,5010062208,5010062208,-18000,everyone,0,NA,NA,NA,NA,NA
0,1,23163300,1,60.2,103.8,0,0,FALSE,TRUE,0,3602,NA,NA,NA,NA,garmin_push_6175290472,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4689282470,9,United States,FALSE,a4689282470,2,NA,130,0,3602,HIIT w/ Zena,0,0,FALSE,2,2021-01-27T12:05:48Z,2021-01-27T07:05:48Z,NA,NA,NA,NA,9,(GMT-05:00) America/Detroit,0,0,TRUE,Workout,5006766896,5006766896,-18000,everyone,NA,NA,NA,NA,NA,NA
0,1,23163300,1,NA,115.2,0,0,FALSE,TRUE,0,631,NA,NA,NA,NA,garmin_push_6173156091,FALSE,FALSE,NA,TRUE,FALSE,FALSE,4687237017,7,United States,FALSE,a4687237017,2,NA,149,0,631,Hang board,0,0,FALSE,2,2021-01-26T23:34:58Z,2021-01-26T18:34:58Z,NA,NA,NA,NA,2,(GMT-05:00) America/Detroit,0,0,TRUE,RockClimbing,5004625835,5004625835,-18000,everyone,NA,NA,NA,NA,NA,NA
