achievement_count,athlete_count,athlete.id,athlete.resource_state,average_cadence,average_heartrate,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_latlng1,end_latlng2,external_id,flagged,from_accepted_tag,gear_id,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,location_country,manual,map.id,map.resource_state,map.summary_polyline,max_heartrate,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,start_date,start_date_local,start_latitude,start_latlng1,start_latlng2,start_longitude,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,workout_type,average_watts,device_watts,kilojoules,max_watts,distance_km,distance_mi,elapsed_time_min,elapsed_time_hrs,moving_time_min,moving_time_hrs,wday,mday,yday,week,year,month,elapsed_hrs_cum_type,elapsed_dist_cum_type
2,1,23163300,1,80.9,141,7.736400000000001,0,FALSE,TRUE,3.9571,1890,241,236.1,40.061179,-85.992637,garmin_push_3251971658,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2039139341,0,United States,FALSE,a2039139341,2,kmosFtmzkOcOcHuGJk@jGnCvI_BH}@sAOgMzDqBpLbCpEkCxM`@bB|MgBzBoGKJiRvG~@DpF|AjEqDhCsECIoSeF?eChDrEdC,162,11.520000000000001,1841,Afternoon Run @ NXC course,0,2,FALSE,2,2018-12-27T21:53:44Z,2018-12-27T16:53:44Z,40.061189,40.061189,-85.992748,-85.992748,(GMT-05:00) America/Indiana/Indianapolis,15.4,0,FALSE,Run,2178910621,2178910621,-18000,everyone,0,NA,NA,NA,NA,3.9571,2.4588271841,31.5,0.5,30.7,0.5,4,27,361,2018-12-24T00:00:00Z,2018,12,112890,156.1743929464
1,1,23163300,1,NA,143.5,21.5892,0,FALSE,TRUE,18.620900000000002,3105,258.9,240.2,39.993161,-86.136141,garmin_push_3254040907,FALSE,FALSE,b3990177,TRUE,FALSE,FALSE,2040755148,0,United States,FALSE,a2040755148,2,ccbsFzmvlOzXiYhOkItcCiCdNbDdWf]zM~EznGPipGe@sN}GwToZsOaEebClCoSpLqSfQQxC_AV,170,36,3105,Afternoon Ride,0,0,FALSE,2,2018-12-28T18:23:42Z,2018-12-28T13:23:42Z,39.992983,39.992983,-86.136138,-86.136138,(GMT-05:00) America/Indiana/Indianapolis,48.5,0,FALSE,Ride,2180608680,2180608680,-18000,everyone,NA,66.2,FALSE,205.7,NA,18.620900000000002,11.570487253900001,51.8,0.9,51.8,0.9,5,28,362,2018-12-24T00:00:00Z,2018,12,238574,645.961135954
3,1,23163300,1,82.1,154.3,7.916399999999999,0,FALSE,TRUE,6.217,2844,241,235.8,40.061243,-85.992632,garmin_push_3259303189,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2045085657,0,United States,FALSE,a2045085657,2,wlosF|mzkO_PsHmGP[rKlC`EeB`@eAoBQaM~AaBbQfCbCmClN^pB~MiDfCwE_AI_QrGJpBjN_BlBkFXm@aSdHx@PfHjArBeElDmDI]eS{EAkBjCmPiC}BtBNnMlAzApAQ{CyH`@gHhHGrNdG,176,13.32,2827,Afternoon Run,0,2,FALSE,2,2018-12-30T18:04:53Z,2018-12-30T13:04:53Z,40.061087,40.061087,-85.992788,-85.992788,(GMT-05:00) America/Indiana/Indianapolis,19.7,0,FALSE,Run,2185231203,2185231203,-18000,everyone,NA,NA,NA,NA,NA,6.217,3.8630635069999997,47.4,0.8,47.1,0.8,7,30,364,2018-12-24T00:00:00Z,2018,12,115734,160.0374564534
0,1,23163300,1,82.1,144.2,7.3656,0,FALSE,TRUE,5.3198,2600,272.3,248.3,42.271652,-83.742149,garmin_push_3294977077,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2074477749,1,United States,FALSE,a2074477749,2,aj_aG~rb~NkNe@s@kZ_AuAaMf@k@gBjBcDPwEjEo@hUq[z@h@Z`JhAhdAmPxRwJrUx]hEAw_@rCU,160,14.4,2467,Afternoon Run,0,0,FALSE,2,2019-01-12T22:40:40Z,2019-01-12T17:40:40Z,42.271546,42.271546,-83.742176,-83.742176,(GMT-05:00) America/Detroit,40.1,0,FALSE,Run,2216036808,2216036808,-18000,everyone,1,NA,NA,NA,NA,5.3198,3.3055694458,43.3,0.7,41.1,0.7,6,12,12,2019-01-07T00:00:00Z,2019,1,118334,163.3430258992
0,1,23163300,1,NA,NA,26.8632,0,FALSE,FALSE,5.343,716,NA,NA,NA,NA,NA,FALSE,NA,b5521612,FALSE,FALSE,FALSE,2079352045,0,United States,TRUE,a2079352045,2,NA,NA,0,716,Gym bike cooldown,0,0,FALSE,2,2019-01-15T01:00:00Z,2019-01-14T20:00:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Ride,NA,NA,-18000,followers_only,10,NA,FALSE,NA,NA,5.343,3.319985253,11.9,0.2,11.9,0.2,1,14,14,2019-01-14T00:00:00Z,2019,1,239290,649.2811212070001
0,1,23163300,1,NA,NA,7.2936,0,FALSE,FALSE,5.0855,2510,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2079350539,0,United States,TRUE,a2079350539,2,NA,NA,0,2510,Ellipticals suck,0,0,FALSE,2,2019-01-15T01:00:00Z,2019-01-14T20:00:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,FALSE,Elliptical,NA,NA,-18000,followers_only,NA,NA,NA,NA,NA,5.0855,3.1599822205,41.8,0.7,41.8,0.7,1,14,14,2019-01-14T00:00:00Z,2019,1,2510,3.1599822205
0,1,23163300,1,82.6,148.1,6.9048,0,FALSE,TRUE,3.488,1819,NA,NA,NA,NA,garmin_push_3313548196,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2089658285,0,United States,FALSE,a2089658285,2,NA,166,9.360000000000001,1819,I hate the treadmill,0,0,FALSE,2,2019-01-19T16:32:04Z,2019-01-19T11:32:04Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Run,2232239789,2232239789,-18000,everyone,0,NA,NA,NA,NA,3.488,2.167342048,30.3,0.5,30.3,0.5,6,19,19,2019-01-14T00:00:00Z,2019,1,120153,165.5103679472
0,1,23163300,1,NA,107.9,0,0,FALSE,TRUE,0,696,NA,NA,NA,NA,garmin_push_3313548542,FALSE,FALSE,NA,TRUE,FALSE,FALSE,2089658587,0,United States,FALSE,a2089658587,2,NA,123,0,696,Indoor Rowing,0,0,FALSE,2,2019-01-19T17:04:06Z,2019-01-19T12:04:06Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Rowing,2232240085,2232240085,-18000,everyone,NA,NA,NA,NA,NA,0,0,11.6,0.2,11.6,0.2,6,19,19,2019-01-14T00:00:00Z,2019,1,696,0
0,1,23163300,1,NA,NA,10.2384,0,FALSE,FALSE,5.002,1759,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2093108982,0,United States,TRUE,a2093108982,2,NA,NA,0,1759,Night Rowing,0,0,FALSE,2,2019-01-21T02:40:00Z,2019-01-20T21:40:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5.002,3.108097742,29.3,0.5,29.3,0.5,7,20,20,2019-01-14T00:00:00Z,2019,1,2455,3.108097742
0,1,23163300,1,NA,NA,10.4184,0,FALSE,FALSE,5,1728,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2099119109,0,United States,TRUE,a2099119109,2,NA,NA,0,1728,Indoor rowing,0,0,FALSE,2,2019-01-23T22:02:19Z,2019-01-23T17:02:19Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5,3.106855,28.8,0.5,28.8,0.5,3,23,23,2019-01-21T00:00:00Z,2019,1,4183,6.2149527419999995
0,1,23163300,1,NA,NA,9.442800000000002,0,FALSE,FALSE,5,1906,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2103351895,0,United States,TRUE,a2103351895,2,NA,NA,0,1906,Indoor Rowing,0,0,FALSE,2,2019-01-26T02:19:42Z,2019-01-25T21:19:42Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,FALSE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5,3.106855,31.8,0.5,31.8,0.5,5,25,25,2019-01-21T00:00:00Z,2019,1,6089,9.321807742
0,1,23163300,1,NA,NA,27.5904,0,FALSE,FALSE,8.0467,1050,NA,NA,NA,NA,NA,FALSE,NA,b5521612,FALSE,FALSE,FALSE,2103351311,0,United States,TRUE,a2103351311,2,NA,NA,0,1050,Stationary Bike,0,0,FALSE,2,2019-01-26T02:32:56Z,2019-01-25T21:32:56Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Ride,NA,NA,-18000,everyone,10,NA,FALSE,NA,NA,8.0467,4.9999860257,17.5,0.3,17.5,0.3,5,25,25,2019-01-21T00:00:00Z,2019,1,240340,654.2811072327
6,4,23163300,1,84.5,174.4,9.3636,0,FALSE,TRUE,5.116899999999999,1992,253.7,249.9,42.228401,-83.699037,garmin_push_3331696004,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2104512936,1,United States,FALSE,a2104512936,2,avv`Gdnz}NsH@AeIxAsCm@pJ~D|@dAeCb@dC_Jp@P}J~AeA{@lIlEfAl@}Bd@vBwHx@MoIxAuCw@fJjEnAn@aCj@zBgIr@EuInAmCi@zInEpAh@{Bh@vBoIHnAqLe@zI~DlAfA}B\`CsINFsHxAoCo@jJpEdAToBRnC,191,14.4,1967,Morning Run,0,2,FALSE,2,2019-01-26T14:04:43Z,2019-01-26T09:04:43Z,42.22833,42.22833,-83.699063,-83.699063,(GMT-05:00) America/Detroit,15.7,1,FALSE,Run,2247491256,2247491256,-18000,everyone,0,NA,NA,NA,NA,5.116899999999999,3.1794932698999996,33.2,0.6,32.8,0.5,6,26,26,2019-01-21T00:00:00Z,2019,1,122145,168.6898612171
0,1,23163300,1,NA,NA,26.553600000000003,0,FALSE,FALSE,4.4257,600,NA,NA,NA,NA,NA,FALSE,NA,b5521612,FALSE,FALSE,FALSE,2108202977,0,United States,TRUE,a2108202977,2,NA,NA,0,600,Stationary Bike Cooldown,0,0,FALSE,2,2019-01-28T00:10:00Z,2019-01-27T19:10:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Ride,NA,NA,-18000,everyone,NA,NA,FALSE,NA,NA,4.4257,2.7500016347,10,0.2,10,0.2,7,27,27,2019-01-21T00:00:00Z,2019,1,240940,657.0311088674
0,1,23163300,1,NA,NA,9.6516,0,FALSE,FALSE,5.006,1867,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2108200766,0,United States,TRUE,a2108200766,2,NA,NA,0,1867,Indoor Rowing,0,0,FALSE,2,2019-01-28T00:10:00Z,2019-01-27T19:10:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,FALSE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5.006,3.110583226,31.1,0.5,31.1,0.5,7,27,27,2019-01-21T00:00:00Z,2019,1,7956,12.432390968
0,1,23163300,1,76,124.8,7.6788,0,FALSE,TRUE,1.9879,932,NA,NA,NA,NA,garmin_push_3336097537,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2108199569,0,United States,FALSE,a2108199569,2,NA,147,10.44,932,Treadmill Run-Walk,0,0,FALSE,2,2019-01-28T00:20:49Z,2019-01-27T19:20:49Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Run,2251313043,2251313043,-18000,everyone,0,NA,NA,NA,NA,1.9879,1.2352234109,15.5,0.3,15.5,0.3,7,27,27,2019-01-21T00:00:00Z,2019,1,123077,169.925084628
0,1,23163300,1,NA,NA,10.2744,0,FALSE,FALSE,5.006,1754,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2113735588,0,United States,TRUE,a2113735588,2,NA,NA,0,1754,Indoor Rowing,0,0,FALSE,2,2019-01-30T00:30:00Z,2019-01-29T19:30:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5.006,3.110583226,29.2,0.5,29.2,0.5,2,29,29,2019-01-28T00:00:00Z,2019,1,9710,15.542974194
0,1,23163300,1,NA,NA,10.9872,0,FALSE,FALSE,5.006,1640,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2118116673,0,United States,TRUE,a2118116673,2,NA,NA,0,1640,Indoor Rowing,0,0,FALSE,2,2019-02-02T00:10:00Z,2019-02-01T19:10:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,FALSE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5.006,3.110583226,27.3,0.5,27.3,0.5,5,1,32,2019-01-28T00:00:00Z,2019,2,11350,18.65355742
0,1,23163300,1,NA,NA,25.5888,0,FALSE,FALSE,8.5295,1200,NA,NA,NA,NA,NA,FALSE,NA,b5521612,FALSE,FALSE,FALSE,2118097910,0,United States,TRUE,a2118097910,2,NA,NA,0,1200,Indoor Recumbent,0,0,FALSE,2,2019-02-02T00:41:39Z,2019-02-01T19:41:39Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Ride,NA,NA,-18000,everyone,10,NA,FALSE,NA,NA,8.5295,5.2999839445,20,0.3,20,0.3,5,1,32,2019-01-28T00:00:00Z,2019,2,242140,662.3310928119
2,3,23163300,1,84.6,162.3,9.5976,0,FALSE,TRUE,5.0342,1903,253.5,249.9,42.22843,-83.699089,garmin_push_3349892116,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2119234159,0,United States,FALSE,a2119234159,2,quv`Gdnz}NoIGH_IvAmCa@lJpDbAdAyBb@|B}ITP}ItAwB_@~JdEp@b@uBh@~ByI\^iKtAi@c@`JpDp@d@}Bn@xBwIf@NkJvAqBo@jJvEhAZ_Cj@~BsIp@DuItAqC]~JhEz@V{Bn@|BoIb@H_JbBwBi@vJdEv@\_Cj@dCm@b@,191,12.6,1888,Morning Run,0,0,FALSE,2,2019-02-02T14:03:33Z,2019-02-02T09:03:33Z,42.228259,42.228259,-83.699069,-83.699069,(GMT-05:00) America/Detroit,16.4,0,FALSE,Run,2262753972,2262753972,-18000,everyone,0,NA,NA,NA,NA,5.0342,3.1281058882000004,31.7,0.5,31.5,0.5,6,2,33,2019-01-28T00:00:00Z,2019,2,124980,173.0531905162
0,1,23163300,1,81.4,145,7.282800000000001,0,FALSE,TRUE,4.9463,2457,273.4,249.4,42.271672,-83.742148,garmin_push_3356640659,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2124711474,0,United States,FALSE,a2124711474,2,ce_aGvfc~Nb@tb@p]rBxLkA`Ai\fIcd@rHkWAm_@mw@tz@,159,11.879999999999999,2445,Afternoon Run,0,0,FALSE,2,2019-02-04T22:54:26Z,2019-02-04T17:54:26Z,42.271807,42.271807,-83.742169,-83.742169,(GMT-05:00) America/Detroit,32.5,0,FALSE,Run,2268463833,2268463833,-18000,everyone,NA,NA,NA,NA,NA,4.9463,3.0734873772999998,41,0.7,40.8,0.7,1,4,35,2019-02-04T00:00:00Z,2019,2,127437,176.1266778935
0,1,23163300,1,NA,NA,10.5912,0,FALSE,FALSE,5.002,1700,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2133055836,0,United States,TRUE,a2133055836,2,NA,NA,0,1700,Indoor Rowing,0,0,FALSE,2,2019-02-08T21:20:00Z,2019-02-08T16:20:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5.002,3.108097742,28.3,0.5,28.3,0.5,5,8,39,2019-02-04T00:00:00Z,2019,2,13050,21.761655162
0,1,23163300,1,NA,NA,10.778400000000001,0,FALSE,FALSE,5,1670,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2142498620,0,United States,TRUE,a2142498620,2,NA,NA,0,1670,Indoor Rowing,0,0,FALSE,2,2019-02-13T01:44:48Z,2019-02-12T20:44:48Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,FALSE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5,3.106855,27.8,0.5,27.8,0.5,2,12,43,2019-02-11T00:00:00Z,2019,2,14720,24.868510162
0,1,23163300,1,NA,NA,10.533600000000002,0,FALSE,FALSE,5.007,1711,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2149936611,0,United States,TRUE,a2149936611,2,NA,NA,0,1711,Indoor Rowing,0,0,FALSE,2,2019-02-15T03:00:00Z,2019-02-14T22:00:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,FALSE,Rowing,NA,NA,-18000,everyone,NA,NA,NA,NA,NA,5.007,3.111204597,28.5,0.5,28.5,0.5,4,14,45,2019-02-11T00:00:00Z,2019,2,16431,27.979714759
2,6,23163300,1,84,151.1,10.0188,0,FALSE,TRUE,5.1103000000000005,1836,253.6,249.9,42.22836,-83.69908,garmin_push_3409305452,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2170279793,0,United States,FALSE,a2170279793,2,}uv`Gfnz}N{HKBcIzAmCU|JvC~@|@iCn@dCaIn@I_KdBaAa@`JvDh@`@_Cp@hC_JHBcH`BcD[~J~Dz@`@cCp@bCiIn@KmI~AyCa@tJhE`Ab@eCj@jCuITIkHzAgD[dJjDvA~@kCn@dCsIRAgI`BcCi@fJ~DlAh@iCTlD,162,12.6,1836,Morning Run,0,2,FALSE,2,2019-02-23T14:05:01Z,2019-02-23T09:05:01Z,42.228317,42.228317,-83.699077,-83.699077,(GMT-05:00) America/Detroit,16,0,FALSE,Run,2313464073,2313464073,-18000,everyone,NA,NA,NA,NA,NA,5.1103000000000005,3.1753922213000005,30.6,0.5,30.6,0.5,6,23,54,2019-02-18T00:00:00Z,2019,2,129273,179.3020701148
2,1,23163300,1,NA,157.2,15.7428,0,TRUE,TRUE,4.4251000000000005,1054,264.5,232,42.291587,-83.715371,garmin_push_3429792132,FALSE,FALSE,b3990177,TRUE,FALSE,FALSE,2187096994,0,United States,FALSE,a2187096994,2,ou_aGvgc~Nei@g@qd@uD{Oi]dKw\|EwDyAePe@mu@oBuE{Nm@]mHmEmCJgL,184,34.92,1012,To the Dude,0,1,FALSE,2,2019-03-01T16:50:26Z,2019-03-01T11:50:26Z,42.274324,42.274324,-83.744112,-83.744112,(GMT-05:00) America/Detroit,35.5,0,FALSE,Ride,2330754400,2330754400,-18000,everyone,10,48.6,FALSE,49.2,NA,4.4251000000000005,2.7496288121000005,17.6,0.3,16.9,0.3,5,1,60,2019-02-25T00:00:00Z,2019,3,243194,665.080721624
3,1,23163300,1,81.8,151.2,7.516800000000001,0,FALSE,TRUE,7.8869,3881,283.8,249.5,42.271766,-83.742167,garmin_push_3463067153,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2213920870,1,United States,FALSE,a2213920870,2,_e_aGrgc~NVza@|UhBvToA`Ao\dSg_AuAudBz@oKdFoO`AyLmoAteB`B~gA,180,12.6,3778,Just don’t stop,0,3,FALSE,2,2019-03-14T22:13:49Z,2019-03-14T18:13:49Z,42.271742,42.271742,-83.742153,-83.742153,(GMT-05:00) America/Detroit,73.6,0,FALSE,Run,2358326341,2358326341,-14400,everyone,0,NA,NA,NA,NA,7.8869,4.9006909399,64.7,1.1,63,1,4,14,73,2019-03-11T00:00:00Z,2019,3,133154,184.2027610547
1,1,23163300,1,84.8,158.5,8.6832,0,FALSE,TRUE,5.7521,2385,269,233,42.277613,-83.73783,garmin_push_3466722949,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2216847165,0,United States,FALSE,a2216847165,2,kf`aGlbb~NeJGmG|BZ~`@qi@wAeMaXs@zA~Al@sHfMW|MlBnJbI~BsBzNF`Mx^O|AgEhBk`AjN@j@_GhIUFqGfDo@,186,24.840000000000003,2303,Morning Run with Zena,0,0,FALSE,2,2019-03-16T11:39:56Z,2019-03-16T07:39:56Z,42.277027,42.277027,-83.738141,-83.738141,(GMT-05:00) America/Detroit,55.8,0,FALSE,Run,2361345340,2361345340,-14400,everyone,1,NA,NA,NA,NA,5.7521,3.5741881291000004,39.8,0.7,38.4,0.6,6,16,75,2019-03-11T00:00:00Z,2019,3,135539,187.7769491838
3,1,23163300,1,84,150.5,9.1584,0,FALSE,TRUE,5.048100000000001,1984,273.4,249.4,42.271709,-83.742156,garmin_push_3476804378,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2225086727,0,United States,FALSE,a2225086727,2,md_aGtgc~NDza@dSjBpW_Ax@}\hIkd@vHsXIy]_w@~z@,164,16.2,1979,Afternoon Run,0,3,FALSE,2,2019-03-19T18:08:29Z,2019-03-19T14:08:29Z,42.271595,42.271595,-83.742161,-83.742161,(GMT-05:00) America/Detroit,32.2,0,FALSE,Run,2369881074,2369881074,-14400,everyone,1,NA,NA,NA,NA,5.048100000000001,3.1367429451000004,33.1,0.6,33,0.5,2,19,78,2019-03-18T00:00:00Z,2019,3,137523,190.9136921289
6,1,23163300,1,83.6,162.1,8.406,0,FALSE,TRUE,10.1909,4449,283.7,248.8,42.271667,-83.742152,garmin_push_3483274419,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2230372869,1,United States,FALSE,a2230372869,2,}d_aG|fc~Np@va@nOjBjZg@pAg^tGq_@tI_\_A_kBnGmVfAmM}nApeBxB~dCw^yDnHaRjOaQ,179,13.32,4365,Afternoon 10K,0,2,FALSE,2,2019-03-21T19:53:24Z,2019-03-21T15:53:24Z,42.271596,42.271596,-83.742056,-83.742056,(GMT-05:00) America/Detroit,95.5,0,FALSE,Run,2375317782,2375317782,-14400,everyone,0,NA,NA,NA,NA,10.1909,6.332329723899999,74.2,1.2,72.8,1.2,4,21,80,2019-03-18T00:00:00Z,2019,3,141972,197.2460218528
17,1,23163300,1,NA,133.8,19.4688,0,FALSE,TRUE,36.319,7421,300,241,42.271656,-83.742327,garmin_push_3493191391,FALSE,FALSE,b3990177,TRUE,FALSE,FALSE,2238638972,2,United States,FALSE,a2238638972,2,}e_aGvfc~NSrA}KJkw@_DmA|o@wa@fwA_uBvAol@`_@Hjb@eFt@MrAvDvb@|Qdn@s@`KqFlFqo@dQaVra@oUxQ}UtAyEbGoDjKsArXb@lFvQxd@dd@luAxAvbAsEdc@uQnReLb^aD`VgOrLcNxk@}S|XeGvQvA_ApEmPtS_X~Mam@zOoLjCeUrLu^|PqQjEcb@_BweAmw@k|Bv@uZdDcL~GqIzUqAtKiL~GkDfUy`@po@gQnFyFv@gKcQ{l@iEmd@rF_BYo`@n@gCrj@m\zuBiBra@kwAf@aa@|n@h@~EuJ~ImJ,175,45,6716,First ride of the season,0,1,FALSE,2,2019-03-24T20:32:53Z,2019-03-24T16:32:53Z,42.271453,42.271453,-83.742258,-83.742258,(GMT-05:00) America/Detroit,263.5,1,FALSE,Ride,2383952742,2383952742,-14400,everyone,10,66.4,FALSE,446.2,NA,36.319,22.567573349000003,123.7,2.1,111.9,1.9,7,24,83,2019-03-18T00:00:00Z,2019,3,250615,687.648294973
0,1,23163300,1,82.9,156.4,8.0388,0,FALSE,TRUE,7.8884,3541,283.7,249.4,42.271752,-83.742195,garmin_push_3514726206,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2256329063,3,United States,FALSE,a2256329063,2,cf_aGpmb~NeB}hAloAudB_Jbe@bBxcBw@~I_HvTyHtb@w@r]eLtDe_@uEYkb@,171,12.6,3532,Evening Run,0,0,FALSE,2,2019-03-31T23:59:06Z,2019-03-31T19:59:06Z,42.271759,42.271759,-83.742251,-83.742251,(GMT-05:00) America/Detroit,76,0,FALSE,Run,2402354386,2402354386,-14400,everyone,NA,NA,NA,NA,NA,7.8884,4.9016229963999995,59,1,58.9,1,7,31,90,2019-03-25T00:00:00Z,2019,3,145513,202.1476448492
0,1,23163300,1,NA,NA,10.638,0,FALSE,FALSE,5.336,1806,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,2261214020,1,United States,TRUE,a2261214020,2,NA,NA,0,1806,Night Rowing @ IMSB,0,0,FALSE,2,2019-04-03T01:20:00Z,2019-04-02T21:20:00Z,NA,NA,NA,NA,(GMT-05:00) America/Detroit,0,0,TRUE,Rowing,NA,NA,-14400,everyone,NA,NA,NA,NA,NA,5.336,3.3156356560000004,30.1,0.5,30.1,0.5,2,2,92,2019-04-01T00:00:00Z,2019,4,18237,31.295350415
2,1,23163300,1,84.1,150.1,9.6912,0,FALSE,TRUE,5.128,1945,273.4,249.4,42.271711,-83.742153,garmin_push_3523243254,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2263139966,0,United States,FALSE,a2263139966,2,{y~`Gtkb~Nfw@gz@Gr_@cH|UsIfe@y@p]iJvAu`@qCa@kc@,170,14.4,1905,Sun & Wind,0,2,FALSE,2,2019-04-03T20:53:21Z,2019-04-03T16:53:21Z,42.271608,42.271608,-83.742103,-83.742103,(GMT-05:00) America/Detroit,35.4,0,FALSE,Run,2409390297,2409390297,-14400,everyone,0,NA,NA,NA,NA,5.128,3.1863904880000002,32.4,0.5,31.8,0.5,3,3,93,2019-04-01T00:00:00Z,2019,4,147458,205.3340353372
7,3,23163300,1,85.3,150.6,10.3392,0,FALSE,TRUE,4.9966,1756,261.6,249.4,42.223759,-83.698052,garmin_push_3530942498,FALSE,FALSE,g3486688,TRUE,FALSE,FALSE,2269427832,1,United States,FALSE,a2269427832,2,uyu`Gngz}NLmHgC{@MaFNeBzC_Ah@yM{DsL]cGwAbDPtOiD|Da@tDfDnDzGmAb@yNeE_Ki@qG{@jDXnN}DhFWzC|DvDvG_B@}NmDcJc@qGmA`CNvPuCvCw@nE|GxDKpGsA|BLtP~DN^kH,183,15.48,1740,Lillie Parkrun,0,3,FALSE,2,2019-04-06T13:05:20Z,2019-04-06T09:05:20Z,42.223794,42.223794,-83.698,-83.698,(GMT-05:00) America/Detroit,31,0,FALSE,Run,2415893521,2415893521,-14400,everyone,0,NA,NA,NA,NA,4.9966,3.1047423386,29.3,0.5,29,0.5,6,6,96,2019-04-01T00:00:00Z,2019,4,149214,208.4387776758
0,1,23163300,1,NA,112.4,16.074,0,TRUE,TRUE,1.42,318,260.3,250.9,42.264081,-83.745179,garmin_push_3531220891,FALSE,FALSE,b3990177,TRUE,FALSE,FALSE,2269664936,1,United States,FALSE,a2269664936,2,gx~`Glfc~NVhS|@bA~EC|C}D~CQ`@qErFgClE|A,126,23.759999999999998,318,Why did I record this?,0,0,FALSE,2,2019-04-06T16:14:20Z,2019-04-06T12:14:20Z,42.271461,42.271461,-83.742314,-83.742314,(GMT-05:00) America/Detroit,8.8,0,FALSE,Ride,2416142699,2416142699,-14400,everyone,10,56.7,FALSE,18,NA,1.42,0.88234682,5.3,0.1,5.3,0.1,6,6,96,2019-04-01T00:00:00Z,2019,4,250933,688.5306417930001
